Platform Id,Date,Time (UTC),Report Type,Wind Condition,Wind Direction,Wind Speed (Knots),Wind Gust Speed,Peak Wind (Knots),Visibility (M),Weather,Air Temp (C),Dew Point (C),Altimeter (inHg),SLP (Millibars),Present Automated 1,Present Automated 2,Present Automated 3,Present Manual 1,Present Manual 2,Present Manual 3,Present Manual 4,Present Manual 5,Present Manual 6,Present Manual 7,Precip Hr1,Precip Hr3,Precip Hr6,Precip Hr24,Cloud Cover,Cloud Ceiling (Feet),Lowest Cloud Base Height (Feet),Cloud Cover1,Cloudbase 1,Cloud Cover2,Cloudbase 2,Cloud Cover3,Cloudbase 3,Cloud Cover4,Cloudbase 4
KRDR,12-23-2000,00:00,METAR,,140,10.0,,,9999.0,Cloud Development Not Observable,-20.0,-21.0,30.22,1026.7,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,8900.0,,,,,,
KRDR,12-22-2000,23:00,METAR,,140,12.0,,,9999.0,Cloud Development Not Observable,-20.0,-21.0,30.21,1026.3,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,8900.0,,,,,,
KRDR,12-22-2000,22:00,METAR,,150,11.0,,,9999.0,Cloud Development Not Observable,-18.0,-20.0,30.20,1025.9,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,8900.0,,,,,,
KRDR,12-22-2000,21:00,METAR,,160,14.0,,,9999.0,Cloud Development Not Observable,-17.0,-19.0,30.21,1026.2,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,20:00,METAR,,150,11.0,,,9999.0,Cloud Development Not Observable,-18.0,-20.0,30.21,1026.4,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,19:00,METAR,,170,10.0,,,9999.0,Cloud Development Not Observable,-18.0,-20.0,30.24,1027.3,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,18:00,METAR,,180,13.0,,,9999.0,Cloud Development Not Observable,-19.0,-21.0,30.26,1028.1,,,,0,0,0,,,,,,,,,8/8 Overcast,10000.0,,OVC,9900.0,,,,,,
KRDR,12-22-2000,17:00,METAR,,180,12.0,,,9999.0,Cloud Development Not Observable,-20.0,-21.0,30.28,1028.8,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,16:00,METAR,,170,11.0,,,9999.0,Cloud Development Not Observable,-21.0,-22.0,30.29,1029.0,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,15:00,METAR,,160,10.0,,,9999.0,Cloud Development Not Observable,-22.0,-23.0,30.27,1028.5,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,14:00,METAR,,150,8.0,,,9999.0,Cloud Development Not Observable,-22.0,-23.0,30.26,1028.1,,,,0,0,0,,,,,,,,,8/8 Overcast,10000.0,,OVC,9900.0,,,,,,
KRDR,12-22-2000,13:00,METAR,,150,8.0,,,9999.0,Cloud Development Not Observable,-22.0,-24.0,30.27,1028.5,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,10000.0,,BKN,9900.0,,,,,,
KRDR,12-22-2000,12:00,METAR,,170,6.0,,,9999.0,Cloud Development Not Observable,-22.0,-24.0,30.28,1028.8,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,8000.0,,BKN,7900.0,,,,,,
KRDR,12-22-2000,11:00,METAR,,190,5.0,,,9999.0,Cloud Development Not Observable,-23.0,-24.0,30.29,1029.9,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,7900.0,,,,,,
KRDR,12-22-2000,10:00,METAR,,210,4.0,,,9999.0,Cloud Development Not Observable,-23.0,-25.0,30.31,1029.8,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,7900.0,,,,,,
KRDR,12-22-2000,09:00,METAR,,240,5.0,,,9999.0,Cloud Development Not Observable,-24.0,-25.0,30.32,1030.2,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,7900.0,,,,,,
KRDR,12-22-2000,08:00,METAR,,220,3.0,,,9999.0,Cloud Development Not Observable,-26.0,-26.0,30.32,1030.3,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,07:00,METAR,,260,4.0,,,9999.0,Cloud Development Not Observable,-27.0,-28.0,30.34,1031.1,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,06:00,METAR,,270,5.0,,,9999.0,Cloud Development Not Observable,-27.0,-28.0,30.36,1031.7,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,05:00,METAR,,300,5.0,,,9999.0,Cloud Development Not Observable,-26.0,-27.0,30.36,1031.7,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,04:00,METAR,,290,8.0,,,7000.0,Cloud Development Not Observable,-26.0,-27.0,30.36,1031.7,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,03:00,METAR,,310,10.0,,,7000.0,Cloud Development Not Observable,-25.0,-26.0,30.36,1031.7,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,02:00,METAR,,310,7.0,,,7000.0,Cloud Development Not Observable,-25.0,-26.0,30.36,1031.7,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-22-2000,00:00,METAR,,310,11.0,,,7000.0,Cloud Development Not Observable,-24.0,-25.0,30.36,1031.6,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-21-2000,23:00,METAR,,310,11.0,,,7000.0,Cloud Development Not Observable,-24.0,-25.0,30.35,1031.2,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-21-2000,22:00,METAR,,320,13.0,,,7000.0,Cloud Development Not Observable,-22.0,-24.0,30.33,1030.4,,,,0,0,0,,,,,,,,,Clear,72000.0,,,73000.0,,,,,,
KRDR,12-21-2000,21:00,METAR,,320,17.0,,,7000.0,Cloud Development Not Observable,-22.0,-24.0,30.32,1030.0,,,,0,0,0,,,,,,,,,2/8 Mostly Clear,72000.0,,FEW,1500.0,FEW,20000.0,,,,
KRDR,12-21-2000,20:00,METAR,,320,18.0,,,9999.0,Cloud Development Not Observable,-23.0,-24.0,30.31,1029.7,,,,0,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500.0,SCT,20000.0,,,,
KRDR,12-21-2000,19:00,METAR,,330,19.0,,,8000.0,Blowing Snow/Cloud Development Not Observable,-23.0,-24.0,30.31,1029.9,,,,38,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500.0,SCT,20000.0,,,,
KRDR,12-21-2000,18:00,METAR,,320,19.0,29.0,,8000.0,Blowing Snow/Cloud Development Not Observable,-23.0,-25.0,30.33,1030.5,,,,38,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500.0,SCT,20000.0,,,,
KRDR,12-21-2000,16:00,METAR,,330,20.0,,320/26KTS,4800.0,Blowing Snow/Cloud Development Not Observable,-24.0,-25.0,30.32,1029.9,,,,38,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500.0,SCT,20000.0,,,,
KRDR,12-21-2000,15:00,METAR,,320,18.0,,,4800.0,Blowing Snow/Cloud Development Not Observable,-25.0,-26.0,30.30,1029.2,,,,38,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500.0,SCT,20000.0,,,,
KRDR,12-21-2000,14:13,SPECI,,320,19.0,,,3000.0,Blowing Snow/Cloud Development Not Observable,-25.0,-26.0,,,,,,38,0,0,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,1500.0,,,,,,
KRDR,12-21-2000,14:00,METAR,,330,18.0,,,8000.0,Blowing Snow/Cloud Development Not Observable,-25.0,-26.0,30.27,1027.8,,,,38,0,0,,,,,,,,,7/8 Mostly Cloudy,1500.0,,BKN,1500.0,BKN,20000.0,,,,
KRDR,12-21-2000,12:00,METAR,,320,19.0,,320/26KTS,9999.0,Cloud Development Not Observable,-25.0,-26.0,30.23,1026.9,,,,0,0,0,,,,,,,,,8/8 Overcast,1500.0,,BKN,1500.0,OVC,20000.0,,,,
KRDR,12-21-2000,11:15,SPECI,,320,19.0,,,9999.0,Cloud Development Not Observable,-25.0,-26.0,,,,,,0,0,0,,,,,,,,,7/8 Mostly Cloudy,1500.0,,BKN,1500.0,,,,,,
KRDR,12-21-2000,11:00,METAR,,320,18.0,,320/25KTS,3200.0,Blowing Snow/Cloud Development Not Observable,-25.0,-26.0,,1026.2,,,,38,0,0,,,,,,,,,7/8 Mostly Cloudy,1500.0,,BKN,1500.0,,,,,,
KRDR,12-21-2000,10:00,METAR,,320,22.0,,320/25KTS,3200.0,Blowing Snow/Cloud Development Not Observable,-24.0,-25.0,,1025.7,,,,38,0,0,,,,,,,,,7/8 Mostly Cloudy,1500.0,,BKN,1500.0,,,,,,
KRDR,12-21-2000,09:00,METAR,,320,20.0,,310/26KTS,1600.0,Blowing Snow/Cloud Development Not Observable,-24.0,-25.0,,1025.4,,,,38,0,0,,,,,,,,,7/8 Mostly Cloudy,1500.0,,BKN,1500.0,,,,,,
KRDR,12-21-2000,08:00,METAR,,330,20.0,,320/28KTS,1000.0,Blowing Snow/Cloud Development Not Observable,-23.0,-24.0,,1024.9,,,,38,0,0,,,,,,,,,8/8 Overcast,1500.0,,OVC,1500.0,,,,,,
KRDR,12-21-2000,07:00,METAR,,340,23.0,30.0,,9999.0,Cloud Development Not Observable,,,,1024.2,,,,0,0,0,,,,,,,,,,1500.0,,OVC,1500.0,,,,,,
KRDR,12-21-2000,06:00,METAR,,330,24.0,28.0,,9999.0,Cloud Development Not Observable,,,,1023.4,,,,0,0,0,,,,,,,,,,1500.0,,OVC,1500.0,,,,,,
KRDR,12-21-2000,05:00,METAR,,330,21.0,27.0,330/33KTS,0.0,Cloud Development Not Observable,,,,1023.4,,,,0,0,0,,,,,,,,,,1500.0,,OVC,1500.0,,,,,,
