Platform Id,Date,Time (UTC),Report Type,Wind Condition,Wind Direction,Wind Speed (Knots),Wind Gust Speed,Peak Wind (Knots),Visibility (M),Weather,Air Temp (C),Dew Point (C),Altimeter (inHg),SLP (Millibars),Present Automated 1,Present Automated 2,Present Automated 3,Present Manual 1,Present Manual 2,Present Manual 3,Present Manual 4,Present Manual 5,Present Manual 6,Present Manual 7,Precip Hr1,Precip Hr3,Precip Hr6,Precip Hr24,Cloud Cover,Cloud Ceiling (Feet),Lowest Cloud Base Height (Feet),Cloud Cover1,Cloudbase 1,Cloud Cover2,Cloudbase 2,Cloud Cover3,Cloudbase 3,Cloud Cover4,Cloudbase 4
KRDR,12-05-2005,23:00,METAR,,300,8.0,,,9999.0,,-17.0,-22.0,30.09,1021.6,,,,,,,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500,SCT,20000.0,,,,
KRDR,12-05-2005,22:00,METAR,,300,10.0,,,9999.0,,-16.0,-21.0,30.07,1021.2,,,,,,,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,1500,SCT,20000.0,,,,
KRDR,12-05-2005,21:00,METAR,,310,9.0,,,9999.0,,-16.0,-21.0,30.07,1021.0,,,,,,,,,,,,,,,4/8 Partly Cloudy,72000.0,,FEW,2000,SCT,20000.0,,,,
KRDR,12-05-2005,20:00,METAR,,320,9.0,,,9999.0,,-16.0,-21.0,30.07,1021.0,,,,,,,,,,,,,,,7/8 Mostly Cloudy,20000.0,,FEW,2000,BKN,20000.0,,,,
KRDR,12-05-2005,19:00,METAR,,310,9.0,,,9999.0,,-15.0,-20.0,30.07,1021.0,,,,,,,,,,,,,,,7/8 Mostly Cloudy,20000.0,,FEW,3000,BKN,20000.0,,,,
KRDR,12-05-2005,18:00,METAR,,320,9.0,,,9999.0,,-16.0,-20.0,30.07,1021.1,,,,,,,,,,,,,TRACE,,7/8 Mostly Cloudy,20000.0,,SCT,3000,BKN,20000.0,,,,
KRDR,12-05-2005,17:00,METAR,,290,11.0,,,9999.0,,-17.0,-21.0,30.08,1021.4,,,,,,,,,,,,,,,7/8 Mostly Cloudy,20000.0,,SCT,3000,BKN,20000.0,,,,
KRDR,12-05-2005,16:00,METAR,,290,8.0,,,9999.0,Light Snow,-18.0,-21.0,30.08,1021.3,,,,71,,,,,,,,,,,7/8 Mostly Cloudy,4400.0,,SCT,2000,BKN,4500.0,,,,
KRDR,12-05-2005,15:00,METAR,,300,8.0,,,9999.0,Light Snow,-18.0,-22.0,30.07,1021.1,,,,71,,,,,,,,TRACE,,,7/8 Mostly Cloudy,4400.0,,SCT,2000,BKN,4500.0,,,,
KRDR,12-05-2005,14:00,METAR,,280,7.0,,,8000.0,Light Snow,-19.0,-23.0,30.06,1020.9,,,,71,,,,,,,,,,,7/8 Mostly Cloudy,4400.0,,SCT,2000,BKN,4500.0,,,,
KRDR,12-05-2005,13:23,SPECI,,290,9.0,,,9999.0,Light Snow,-19.0,-23.0,30.06,,,,,71,,,,,,,,,,,7/8 Mostly Cloudy,4400.0,,BKN,4500,,,,,,
KRDR,12-05-2005,13:00,METAR,,280,8.0,,,9999.0,,-20.0,-23.0,30.07,1021.1,,,,,,,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,4500,,,,,,
KRDR,12-05-2005,12:00,METAR,,280,8.0,,,9999.0,,-20.0,-23.0,30.07,1021.5,,,,,,,,,,,,,,,2/8 Mostly Clear,72000.0,,FEW,4500,,,,,,
KRDR,12-05-2005,11:00,METAR,,270,9.0,,,9999.0,,-20.0,-23.0,30.10,1022.5,,,,,,,,,,,,,,,2/8 Mostly Clear,72000.0,,FEW,4500,,,,,,
KRDR,12-05-2005,10:00,METAR,,270,8.0,,,9999.0,,-20.0,-23.0,30.12,1023.1,,,,,,,,,,,,,,,2/8 Mostly Clear,72000.0,,FEW,4500,,,,,,
KRDR,12-05-2005,09:00,METAR,,290,8.0,,,9999.0,,-20.0,-23.0,30.12,1023.1,,,,,,,,,,,,,,,4/8 Partly Cloudy,72000.0,,SCT,4500,,,,,,
KRDR,12-05-2005,08:00,METAR,,290,7.0,,,9999.0,,-19.0,-23.0,30.12,1023.0,,,,,,,,,,,,,,,Clear,72000.0,,,73000,,,,,,
KRDR,12-05-2005,07:00,METAR,,300,8.0,,,9999.0,,-19.0,-23.0,30.13,1023.4,,,,,,,,,,,,,,,Clear,72000.0,,,73000,,,,,,
KRDR,12-05-2005,06:00,METAR,,290,10.0,,,9999.0,,-19.0,-23.0,30.15,1024.2,,,,,,,,,,,,,,,Clear,72000.0,,,73000,,,,,,
